               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.024299,           0.0070375,            0.004598,              0.9834,             0.92876,             0.98371,             0.83317,            0.010583,           0.0032777,           0.0036108,           0.0032956,           0.0032956,            0.041796
                 154,            0.023969,           0.0071326,           0.0030097,             0.94661,             0.98139,             0.98493,             0.81307,           0.0097961,           0.0033961,           0.0031805,           0.0032879,           0.0032879,            0.041388
                 155,            0.026142,           0.0067914,              0.0039,             0.95577,             0.97934,             0.99025,             0.84364,            0.010354,           0.0032874,           0.0030025,           0.0032798,           0.0032798,             0.04098
                 156,            0.025865,           0.0066093,            0.002657,             0.97692,             0.95929,              0.9899,             0.84252,            0.009028,           0.0033985,           0.0025727,           0.0032713,           0.0032713,            0.040571
                 157,            0.025311,           0.0068035,            0.003185,             0.97761,             0.96344,             0.99197,              0.7721,            0.013299,           0.0041492,           0.0028781,           0.0032625,           0.0032625,            0.040163
                 158,            0.023928,           0.0065917,           0.0040906,             0.98854,             0.94066,             0.98795,              0.7778,            0.011889,           0.0039762,           0.0032512,           0.0032534,           0.0032534,            0.039753
                 159,            0.023856,           0.0070917,           0.0036498,               0.999,             0.95467,             0.99019,             0.83513,            0.010834,           0.0036829,           0.0030228,           0.0032439,           0.0032439,            0.039344
                 160,            0.025284,           0.0075739,           0.0038793,             0.98071,             0.95926,              0.9883,             0.85216,            0.011502,           0.0036834,           0.0025999,            0.003234,            0.003234,            0.038934
                 161,            0.022306,           0.0072599,           0.0036501,             0.96828,             0.96161,             0.98147,             0.75306,             0.01219,           0.0040502,           0.0026696,           0.0032239,           0.0032239,            0.038524
                 162,            0.025975,           0.0071934,           0.0033837,             0.87131,             0.95926,             0.93965,             0.71648,            0.012383,           0.0039153,            0.002698,           0.0032133,           0.0032133,            0.038113
                 163,             0.02607,           0.0071229,            0.004103,             0.96116,             0.95926,             0.97598,             0.77023,            0.011564,            0.004047,           0.0025282,           0.0032025,           0.0032025,            0.037702
                 164,            0.022461,           0.0066281,           0.0030501,             0.86621,             0.94654,              0.9569,              0.7983,            0.013212,            0.004072,           0.0032191,           0.0031913,           0.0031913,            0.037291
                 165,            0.025238,           0.0076087,           0.0044266,             0.96021,             0.96533,             0.98678,              0.8656,            0.010139,           0.0039376,           0.0019575,           0.0031798,           0.0031798,             0.03688
                 166,            0.022771,           0.0066519,           0.0032829,             0.92515,             0.98476,             0.99289,             0.83964,            0.010011,           0.0038527,           0.0022823,           0.0031679,           0.0031679,            0.036468
                 167,            0.022359,           0.0070326,           0.0029293,             0.99072,             0.94098,             0.99318,             0.86165,           0.0097892,           0.0036966,              0.0021,           0.0031558,           0.0031558,            0.036056
                 168,            0.025362,           0.0068499,           0.0031609,              0.9586,              0.9771,             0.98513,              0.7688,            0.011942,           0.0037071,            0.003008,           0.0031433,           0.0031433,            0.035643
                 169,            0.023801,           0.0070522,           0.0054194,             0.95774,              0.9712,              0.9911,             0.83484,           0.0097804,            0.003723,            0.003287,           0.0031306,           0.0031306,            0.035231
                 170,            0.021295,           0.0067118,           0.0048809,             0.90907,             0.98148,             0.98095,             0.84743,            0.010991,           0.0036421,           0.0039038,           0.0031175,           0.0031175,            0.034817
                 171,            0.024351,           0.0071803,           0.0042034,             0.94751,             0.97691,              0.9877,             0.82545,            0.010854,           0.0035719,            0.002968,           0.0031041,           0.0031041,            0.034404
                 172,            0.024019,           0.0070958,            0.005212,             0.98866,             0.97037,             0.99086,             0.83252,           0.0092974,            0.003594,           0.0020514,           0.0030904,           0.0030904,             0.03399
                 173,            0.023728,           0.0069694,           0.0034534,             0.94378,             0.97266,             0.98338,              0.7918,            0.011096,           0.0040473,           0.0024651,           0.0030765,           0.0030765,            0.033576
                 174,            0.022376,           0.0070118,           0.0035951,             0.97225,             0.95895,             0.97534,               0.761,            0.012553,            0.004262,           0.0025995,           0.0030622,           0.0030622,            0.033162
                 175,            0.021045,            0.006825,           0.0042491,             0.98549,             0.93131,             0.98293,             0.83456,             0.01016,           0.0037062,           0.0030173,           0.0030477,           0.0030477,            0.032748
                 176,            0.023572,           0.0064252,           0.0030465,             0.98142,             0.93275,             0.97957,             0.79926,            0.010798,           0.0036688,           0.0028903,           0.0030329,           0.0030329,            0.032333
                 177,            0.021489,           0.0070684,           0.0028091,             0.98708,             0.95112,              0.9731,             0.74156,            0.012918,           0.0035904,           0.0027717,           0.0030179,           0.0030179,            0.031918
                 178,            0.020312,           0.0068633,           0.0030695,              0.9735,             0.97024,             0.98066,              0.8383,             0.01066,            0.003432,           0.0028591,           0.0030025,           0.0030025,            0.031503
                 179,            0.021484,           0.0060823,           0.0028469,             0.94636,             0.98135,             0.97973,             0.86532,           0.0095648,           0.0031022,           0.0029835,            0.002987,            0.002987,            0.031087
                 180,            0.021672,           0.0067467,           0.0031614,             0.93414,             0.98148,             0.98252,              0.7608,           0.0099295,           0.0032204,           0.0032188,           0.0029711,           0.0029711,            0.030671
                 181,            0.022343,            0.006571,           0.0030967,             0.92802,             0.98141,             0.98396,             0.82475,            0.010354,           0.0034953,           0.0032477,            0.002955,            0.002955,            0.030255
                 182,            0.024344,           0.0066068,           0.0029597,             0.98192,             0.95926,             0.98841,             0.77537,            0.011499,           0.0038527,           0.0026795,           0.0029387,           0.0029387,            0.029839
                 183,            0.022573,           0.0059993,           0.0028332,             0.98559,             0.97037,             0.98876,             0.82705,           0.0089414,           0.0036968,           0.0024126,           0.0029221,           0.0029221,            0.029422
                 184,            0.021606,           0.0064883,           0.0024149,             0.98631,             0.95909,             0.98875,             0.82525,            0.010344,           0.0036822,           0.0024614,           0.0029053,           0.0029053,            0.029005
                 185,            0.020238,           0.0065132,           0.0036704,             0.98748,             0.94333,             0.98795,             0.84455,           0.0093295,           0.0035296,           0.0030279,           0.0028883,           0.0028883,            0.028588
                 186,            0.019164,           0.0060261,           0.0048432,             0.98484,             0.91607,             0.98935,             0.78796,             0.01161,           0.0036229,           0.0033613,            0.002871,            0.002871,            0.028171
                 187,            0.022116,           0.0068444,           0.0039099,             0.98104,             0.95926,             0.98856,             0.78402,            0.011431,           0.0034589,           0.0023535,           0.0028536,           0.0028536,            0.027754
                 188,            0.021659,           0.0065613,           0.0033705,             0.97777,             0.95926,             0.98525,             0.87431,           0.0085449,           0.0035401,           0.0024049,           0.0028359,           0.0028359,            0.027336
                 189,            0.022006,           0.0065481,           0.0027877,             0.98552,              0.9592,              0.9818,             0.86085,           0.0094158,           0.0034571,           0.0025049,            0.002818,            0.002818,            0.026918
                 190,            0.020087,           0.0063344,           0.0020835,             0.97893,             0.95656,             0.98475,              0.8751,           0.0091019,           0.0031784,           0.0031784,              0.0028,              0.0028,              0.0265
                 191,            0.019444,           0.0064846,           0.0024557,             0.98052,             0.95621,             0.98923,             0.87313,           0.0080316,           0.0029261,           0.0038243,           0.0027817,           0.0027817,            0.026082
                 192,            0.018696,           0.0058389,           0.0037877,             0.95752,             0.97579,               0.986,             0.88091,           0.0082017,           0.0030056,           0.0033463,           0.0027633,           0.0027633,            0.025663
                 193,            0.021233,           0.0068904,           0.0020324,             0.95428,              0.9791,              0.9859,             0.86191,            0.009227,           0.0031655,           0.0033968,           0.0027446,           0.0027446,            0.025245
                 194,            0.021247,           0.0066806,           0.0035983,             0.98368,             0.94139,             0.98836,             0.88109,           0.0082586,           0.0029801,           0.0032311,           0.0027258,           0.0027258,            0.024826
                 195,            0.019773,           0.0064777,           0.0034925,              0.9778,             0.94073,             0.98724,             0.80856,            0.011051,           0.0038663,           0.0029817,           0.0027069,           0.0027069,            0.024407
                 196,            0.021348,           0.0061389,           0.0033631,             0.95946,             0.94068,             0.98326,             0.81683,            0.010955,           0.0039545,           0.0032469,           0.0026877,           0.0026877,            0.023988
                 197,            0.020843,           0.0063785,           0.0027783,             0.97822,             0.94943,             0.98422,             0.80556,            0.010468,           0.0038623,           0.0037961,           0.0026685,           0.0026685,            0.023568
                 198,            0.020596,           0.0061909,           0.0018365,             0.92672,             0.98148,             0.98382,             0.79875,           0.0097329,            0.003417,           0.0031991,            0.002649,            0.002649,            0.023149
                 199,            0.020851,           0.0057556,           0.0042726,             0.98592,             0.96248,             0.98196,             0.84362,            0.009646,           0.0032578,           0.0024993,           0.0026295,           0.0026295,            0.022729
                 200,            0.019559,            0.005964,           0.0023023,             0.98559,             0.96381,             0.98438,             0.85451,           0.0086212,            0.003055,           0.0026843,           0.0026097,           0.0026097,             0.02231
                 201,            0.019663,           0.0059857,           0.0035924,             0.95299,             0.97026,             0.98872,             0.84443,           0.0087614,           0.0031308,           0.0034517,           0.0025899,           0.0025899,             0.02189
                 202,            0.018879,           0.0055146,           0.0023881,             0.95677,              0.9675,             0.98916,             0.88743,           0.0087597,           0.0032195,           0.0033337,             0.00257,             0.00257,             0.02147
                 203,            0.021594,           0.0066316,           0.0028422,             0.96405,             0.96947,             0.99099,             0.83659,            0.009484,           0.0033215,           0.0028533,           0.0025499,           0.0025499,             0.02105
                 204,            0.018287,           0.0062304,           0.0030873,              0.9274,             0.98889,             0.98868,             0.85493,           0.0086084,           0.0030399,           0.0035571,           0.0025297,           0.0025297,             0.02063
                 205,            0.018574,            0.006197,           0.0038368,             0.92134,             0.99972,             0.98949,              0.8933,           0.0085255,           0.0029756,           0.0041966,           0.0025094,           0.0025094,            0.020209
                 206,            0.019036,           0.0064839,           0.0024763,             0.95705,             0.94806,             0.98699,             0.85842,           0.0085517,           0.0030503,           0.0045394,           0.0024891,           0.0024891,            0.019789
                 207,            0.018926,           0.0061088,           0.0037962,             0.95091,             0.98039,             0.98661,             0.86021,            0.008696,           0.0033418,           0.0037034,           0.0024686,           0.0024686,            0.019369
                 208,            0.016872,           0.0060069,           0.0017076,             0.91745,              0.9814,             0.98332,             0.84195,           0.0095925,           0.0032709,           0.0037968,            0.002448,            0.002448,            0.018948
                 209,            0.018075,            0.005792,           0.0014542,             0.95104,             0.95023,             0.97887,               0.839,           0.0093007,           0.0031242,           0.0039541,           0.0024274,           0.0024274,            0.018527
                 210,            0.018831,           0.0058813,           0.0021483,             0.95646,             0.96695,             0.98644,             0.82948,           0.0098019,           0.0032547,           0.0037083,           0.0024067,           0.0024067,            0.018107
                 211,            0.019398,           0.0060812,           0.0039399,              0.9503,             0.96485,             0.98661,             0.85891,           0.0095335,           0.0033774,           0.0040242,            0.002386,            0.002386,            0.017686
                 212,             0.01859,           0.0062637,           0.0016705,             0.95962,             0.96122,             0.98661,             0.87279,           0.0092668,           0.0033467,           0.0047387,           0.0023652,           0.0023652,            0.017265
                 213,            0.018782,           0.0057284,           0.0027818,             0.98726,             0.94089,             0.98855,             0.84793,           0.0093973,           0.0032748,           0.0048196,           0.0023443,           0.0023443,            0.016844
                 214,            0.020072,            0.006576,           0.0025124,             0.95768,             0.96273,             0.98748,             0.87207,           0.0083425,           0.0032473,           0.0034828,           0.0023235,           0.0023235,            0.016423
                 215,             0.01825,           0.0056609,           0.0032724,             0.98193,             0.92977,             0.98792,             0.88007,           0.0087189,           0.0033892,           0.0029009,           0.0023025,           0.0023025,            0.016003
                 216,            0.018044,           0.0058809,           0.0037542,             0.97352,             0.92896,             0.98708,             0.83572,           0.0095819,           0.0036077,           0.0027244,           0.0022816,           0.0022816,            0.015582
                 217,             0.01779,           0.0057524,           0.0030382,             0.96003,             0.96545,             0.98455,             0.85768,           0.0090161,            0.003705,           0.0024895,           0.0022606,           0.0022606,            0.015161
                 218,            0.018211,           0.0057355,           0.0038986,             0.98585,             0.94954,             0.98686,             0.87103,           0.0081062,           0.0033848,           0.0024186,           0.0022397,           0.0022397,             0.01474
                 219,            0.018341,           0.0061069,           0.0021327,             0.97661,              0.9814,              0.9884,             0.85814,           0.0081706,           0.0032094,           0.0024519,           0.0022187,           0.0022187,            0.014319
                 220,            0.018302,           0.0056697,           0.0024935,             0.99562,             0.95926,             0.99019,             0.86093,             0.00918,           0.0033075,           0.0027498,           0.0021977,           0.0021977,            0.013898
                 221,            0.018078,           0.0055406,            0.003027,             0.92922,             0.93999,             0.98465,             0.85776,           0.0086897,           0.0034214,           0.0051228,           0.0021767,           0.0021767,            0.013477
                 222,            0.017698,           0.0064467,           0.0024071,             0.94966,             0.92963,             0.97939,             0.84492,           0.0089222,           0.0031525,            0.005734,           0.0021558,           0.0021558,            0.013056
                 223,            0.017774,            0.005441,           0.0028493,             0.98143,              0.9409,             0.99026,             0.87827,            0.008525,           0.0030852,           0.0043983,           0.0021349,           0.0021349,            0.012635
                 224,            0.017326,           0.0060674,           0.0026188,             0.98853,             0.97104,             0.98107,             0.85968,           0.0086961,           0.0033004,           0.0027448,            0.002114,            0.002114,            0.012214
                 225,              0.0171,           0.0061723,           0.0043966,             0.98227,             0.98145,             0.97723,             0.86673,           0.0085284,           0.0032241,           0.0025842,           0.0020932,           0.0020932,            0.011793
                 226,            0.018077,           0.0061872,            0.002783,             0.98408,             0.98148,             0.97909,             0.88431,           0.0082672,           0.0031144,           0.0023354,           0.0020724,           0.0020724,            0.011372
                 227,            0.016874,           0.0052432,           0.0023431,             0.98235,             0.98102,             0.98202,             0.86905,           0.0079604,           0.0030123,           0.0024301,           0.0020516,           0.0020516,            0.010952
                 228,            0.016823,           0.0060424,              0.0026,             0.95696,             0.97668,             0.98178,             0.88024,           0.0081742,           0.0029436,           0.0032848,            0.002031,            0.002031,            0.010531
                 229,            0.016634,           0.0055421,            0.004031,             0.98904,             0.97699,             0.98552,             0.89541,            0.008052,           0.0029409,           0.0026169,           0.0020104,           0.0020104,             0.01011
                 230,            0.017359,           0.0057965,           0.0028955,             0.97818,             0.98148,             0.98763,             0.90317,           0.0081219,           0.0028971,            0.002395,           0.0019898,           0.0019898,           0.0096898
                 231,            0.016185,             0.00595,            0.003347,             0.98858,             0.96746,             0.98796,             0.90074,           0.0074523,           0.0027981,           0.0024723,           0.0019694,           0.0019694,           0.0092694
                 232,            0.016896,           0.0058325,            0.003357,             0.98889,             0.95553,             0.98677,             0.88224,           0.0078538,           0.0030315,           0.0027667,           0.0019491,           0.0019491,           0.0088491
                 233,             0.01516,           0.0054247,           0.0024539,             0.98471,              0.9672,             0.98657,              0.8954,           0.0077801,           0.0029368,           0.0032426,           0.0019288,           0.0019288,           0.0084288
                 234,            0.015811,           0.0049537,           0.0028332,             0.94234,             0.95722,              0.9827,             0.87941,           0.0080132,           0.0031113,           0.0037974,           0.0019087,           0.0019087,           0.0080087
                 235,            0.016026,           0.0054758,           0.0021628,             0.91929,             0.98124,             0.98727,              0.8772,           0.0074997,           0.0030652,           0.0046243,           0.0018887,           0.0018887,           0.0075887
                 236,            0.016078,           0.0054562,           0.0027079,             0.95629,             0.93076,             0.97696,             0.89117,            0.007123,           0.0029843,           0.0052033,           0.0018688,           0.0018688,           0.0071688
                 237,            0.015968,           0.0053782,           0.0021243,             0.95054,             0.95174,             0.97706,             0.87522,           0.0073508,           0.0028616,           0.0052679,            0.001849,            0.001849,            0.006749
                 238,            0.017084,           0.0052565,           0.0035922,             0.95647,             0.94499,             0.97566,              0.8328,           0.0089462,           0.0030226,           0.0054474,           0.0018294,           0.0018294,           0.0063294
                 239,            0.017164,           0.0052782,           0.0036224,             0.95077,             0.93145,             0.96708,             0.84598,           0.0081581,           0.0031576,            0.005764,           0.0018099,           0.0018099,           0.0059099
                 240,            0.017244,           0.0053262,           0.0026525,             0.94973,             0.93327,             0.97912,             0.86803,           0.0076762,           0.0031804,           0.0053539,           0.0017906,           0.0017906,           0.0054906
                 241,            0.015593,           0.0048506,           0.0025323,              0.9555,             0.94645,             0.98476,             0.87796,           0.0077514,           0.0031141,           0.0044823,           0.0017715,           0.0017715,           0.0050715
                 242,            0.017966,           0.0058681,           0.0028273,             0.92767,             0.98054,             0.98693,             0.89047,            0.007278,           0.0029097,           0.0042214,           0.0017525,           0.0017525,           0.0046525
                 243,            0.015722,           0.0055559,           0.0026519,             0.98514,             0.94433,             0.98879,             0.88003,           0.0089883,           0.0029931,           0.0041753,           0.0017337,           0.0017337,           0.0042337
                 244,            0.015925,           0.0054212,           0.0038472,             0.98848,             0.94691,             0.99157,             0.89799,           0.0070561,           0.0029189,            0.003652,           0.0017151,           0.0017151,           0.0038151
                 245,            0.015194,            0.006202,            0.002335,             0.95652,              0.9653,             0.98987,             0.89739,           0.0077311,           0.0029667,           0.0037087,           0.0016966,           0.0016966,           0.0033966
                 246,             0.01593,           0.0055034,            0.002633,             0.98837,             0.94262,             0.99057,             0.89865,           0.0075033,           0.0028048,           0.0037266,           0.0016784,           0.0016784,           0.0029784
                 247,            0.015033,           0.0053183,           0.0027908,             0.98354,             0.94125,             0.99011,             0.88585,           0.0080174,           0.0028313,           0.0036781,           0.0016604,           0.0016604,           0.0025604
                 248,            0.014697,           0.0054032,           0.0018682,             0.98253,             0.94221,             0.99082,             0.86794,           0.0077708,           0.0030031,           0.0039191,           0.0016426,           0.0016426,           0.0021426
                 249,            0.015478,           0.0054446,           0.0025527,             0.98354,             0.94268,             0.99043,             0.89321,           0.0081544,           0.0029243,           0.0041739,            0.001625,            0.001625,            0.001725
                 250,             0.01348,           0.0050424,           0.0022062,             0.98778,             0.94285,             0.99011,             0.89466,           0.0077006,           0.0028269,           0.0041242,           0.0016029,           0.0016029,           0.0016029
                 251,            0.015621,           0.0053774,           0.0013131,             0.95376,             0.97851,             0.98944,             0.90784,           0.0073347,           0.0028469,           0.0034988,           0.0016029,           0.0016029,           0.0016029
                 252,            0.016018,           0.0052265,           0.0019441,             0.98587,              0.9619,             0.98894,             0.89259,           0.0074768,           0.0028632,           0.0028329,           0.0015795,           0.0015795,           0.0015795
                 253,            0.014773,           0.0053552,           0.0019034,             0.98723,             0.95927,             0.98926,             0.86713,           0.0086487,           0.0030886,           0.0026628,           0.0015566,           0.0015566,           0.0015566
                 254,              0.0168,           0.0056447,           0.0021246,             0.98486,             0.95954,             0.98815,             0.86796,           0.0080683,           0.0030864,           0.0027449,           0.0015341,           0.0015341,           0.0015341
                 255,            0.015633,           0.0051403,           0.0023271,             0.95561,             0.96562,             0.98894,              0.9001,           0.0076345,           0.0029793,           0.0033209,           0.0015121,           0.0015121,           0.0015121
                 256,            0.013245,           0.0049547,           0.0013115,             0.95925,             0.94161,             0.98987,             0.90311,           0.0078541,           0.0029736,           0.0041678,           0.0014905,           0.0014905,           0.0014905
                 257,            0.014911,           0.0050942,           0.0033598,             0.95883,               0.941,             0.98956,             0.92434,           0.0072092,           0.0028534,           0.0045938,           0.0014693,           0.0014693,           0.0014693
                 258,            0.014771,           0.0052402,           0.0028575,             0.98712,              0.9285,             0.98962,             0.91136,            0.007432,           0.0027575,           0.0043053,           0.0014486,           0.0014486,           0.0014486
                 259,            0.014946,           0.0053547,           0.0019241,             0.96158,             0.96176,             0.99013,             0.89931,           0.0072009,           0.0027525,           0.0037842,           0.0014283,           0.0014283,           0.0014283
                 260,            0.013995,           0.0049401,           0.0014129,             0.98444,             0.96098,             0.99073,             0.89708,           0.0071734,           0.0027067,           0.0034038,           0.0014084,           0.0014084,           0.0014084
                 261,            0.015383,           0.0044486,           0.0020119,             0.98768,             0.96026,             0.99057,             0.89705,           0.0075839,           0.0028145,           0.0031867,            0.001389,            0.001389,            0.001389
                 262,            0.015003,           0.0050094,           0.0015001,             0.98601,             0.96102,              0.9903,             0.90009,           0.0081552,           0.0029078,           0.0030463,           0.0013701,           0.0013701,           0.0013701
                 263,            0.014295,           0.0050877,           0.0028373,             0.97818,              0.9703,             0.98944,             0.89578,           0.0077432,           0.0029309,           0.0027257,           0.0013516,           0.0013516,           0.0013516
                 264,            0.014871,           0.0049559,            0.003007,             0.98668,             0.96158,             0.98944,             0.90088,           0.0075966,           0.0029078,           0.0025492,           0.0013336,           0.0013336,           0.0013336
                 265,             0.01384,           0.0050278,           0.0015265,             0.96781,             0.98148,             0.98998,             0.89662,           0.0079814,           0.0029642,            0.002253,            0.001316,            0.001316,            0.001316
                 266,            0.013761,           0.0050184,            0.002132,             0.96864,             0.98145,             0.98976,             0.89529,           0.0082218,           0.0031811,            0.002073,           0.0012989,           0.0012989,           0.0012989
                 267,            0.014045,           0.0051577,           0.0016797,             0.96956,              0.9814,             0.98998,             0.88546,           0.0079179,           0.0032268,            0.002118,           0.0012822,           0.0012822,           0.0012822
                 268,            0.013912,           0.0051081,           0.0021685,             0.96877,             0.98148,             0.98998,             0.89174,           0.0083836,           0.0032237,           0.0021169,            0.001266,            0.001266,            0.001266
                 269,             0.01436,           0.0051065,           0.0011109,             0.97142,             0.98148,             0.98861,             0.88923,           0.0078695,           0.0030011,           0.0021343,           0.0012503,           0.0012503,           0.0012503
                 270,            0.012944,           0.0048744,           0.0029691,             0.96841,             0.98145,              0.9888,              0.9008,           0.0078285,            0.002853,           0.0021904,            0.001235,            0.001235,            0.001235
                 271,            0.013975,           0.0047379,           0.0023032,             0.97125,             0.98148,             0.98976,             0.90257,           0.0073867,           0.0027849,           0.0022546,           0.0012202,           0.0012202,           0.0012202
                 272,            0.014605,           0.0049924,             0.00276,             0.98787,             0.95933,             0.99089,             0.91175,           0.0076784,           0.0028191,           0.0022832,           0.0012059,           0.0012059,           0.0012059
                 273,            0.013087,           0.0050858,           0.0019125,             0.98714,              0.9419,             0.99089,             0.90454,           0.0072467,           0.0028364,           0.0028349,           0.0011921,           0.0011921,           0.0011921
                 274,             0.01302,            0.004799,           0.0020175,             0.94462,             0.96966,             0.98839,             0.89594,           0.0073158,           0.0028984,           0.0034714,           0.0011787,           0.0011787,           0.0011787
                 275,              0.0122,           0.0047389,           0.0014857,             0.98808,             0.92461,             0.99162,             0.89927,            0.007057,           0.0028381,            0.003427,           0.0011658,           0.0011658,           0.0011658
                 276,            0.012426,            0.004615,           0.0028091,             0.98833,             0.92366,             0.99241,             0.89828,           0.0071052,           0.0027788,           0.0032013,           0.0011533,           0.0011533,           0.0011533
                 277,            0.013456,           0.0046418,           0.0012463,             0.98807,             0.92457,             0.99287,             0.90647,           0.0070155,           0.0027788,           0.0030201,           0.0011414,           0.0011414,           0.0011414
                 278,            0.013357,           0.0046175,           0.0022325,             0.93679,             0.97833,             0.99287,             0.89729,            0.006909,           0.0028539,           0.0030612,           0.0011299,           0.0011299,           0.0011299
                 279,             0.01307,           0.0045412,           0.0011014,                   1,             0.92224,             0.99287,             0.90483,            0.007584,           0.0030063,           0.0028126,           0.0011189,           0.0011189,           0.0011189
                 280,            0.013499,           0.0051176,           0.0012532,             0.95092,             0.98791,             0.99392,             0.90278,           0.0072927,           0.0030577,           0.0026169,           0.0011084,           0.0011084,           0.0011084
                 281,            0.013613,           0.0050187,           0.0021168,             0.94985,             0.98749,             0.99392,             0.90034,           0.0072909,           0.0030725,           0.0026943,           0.0010983,           0.0010983,           0.0010983
                 282,            0.012843,           0.0045291,           0.0010548,             0.95237,              0.9745,             0.99272,             0.88216,            0.007505,           0.0029967,           0.0029737,           0.0010888,           0.0010888,           0.0010888
                 283,            0.013951,           0.0044824,           0.0024949,             0.94525,             0.97771,             0.99118,             0.89863,           0.0072438,           0.0030146,           0.0032526,           0.0010797,           0.0010797,           0.0010797
                 284,            0.013508,           0.0052249,           0.0014099,             0.98814,             0.94342,             0.99011,             0.89472,           0.0073298,            0.002925,           0.0033389,           0.0010711,           0.0010711,           0.0010711
                 285,            0.011901,           0.0044675,           0.0018861,             0.93647,             0.98052,             0.98765,             0.88749,           0.0071789,           0.0028759,           0.0033778,            0.001063,            0.001063,            0.001063
                 286,            0.012501,           0.0051369,           0.0025122,             0.95192,             0.96226,             0.98551,             0.89112,           0.0071298,           0.0028474,           0.0035273,           0.0010554,           0.0010554,           0.0010554
                 287,            0.013651,           0.0044633,           0.0030557,             0.95137,             0.96329,             0.98551,             0.89542,           0.0072637,           0.0027815,           0.0035051,           0.0010483,           0.0010483,           0.0010483
                 288,            0.013138,           0.0048294,          0.00089114,             0.95277,              0.9698,             0.98505,             0.91607,           0.0067234,            0.002739,           0.0031071,           0.0010416,           0.0010416,           0.0010416
                 289,            0.013172,           0.0045258,           0.0032117,             0.98628,             0.96155,             0.98875,             0.90961,           0.0064368,           0.0027152,           0.0026137,           0.0010355,           0.0010355,           0.0010355
                 290,            0.014682,           0.0049543,           0.0048497,             0.98824,             0.96032,             0.98917,             0.90778,           0.0071183,           0.0027597,           0.0026194,           0.0010298,           0.0010298,           0.0010298
                 291,            0.013933,           0.0046386,           0.0017447,             0.98761,             0.96086,             0.98761,             0.89909,           0.0068434,           0.0028046,           0.0027948,           0.0010247,           0.0010247,           0.0010247
                 292,            0.011965,           0.0043597,           0.0016281,               0.988,             0.96037,             0.98711,             0.87963,           0.0069518,           0.0028569,           0.0030185,             0.00102,             0.00102,             0.00102
                 293,            0.012138,           0.0049479,           0.0021363,               0.987,              0.9605,             0.98671,             0.89673,           0.0068005,           0.0027712,           0.0031948,           0.0010158,           0.0010158,           0.0010158
                 294,             0.01259,           0.0046158,             0.00128,             0.98279,             0.94074,             0.98602,             0.89324,           0.0068803,           0.0028482,           0.0033698,           0.0010121,           0.0010121,           0.0010121
                 295,            0.013473,           0.0045391,           0.0023918,             0.98302,             0.94074,             0.98475,             0.90832,           0.0067887,            0.002874,           0.0037091,           0.0010089,           0.0010089,           0.0010089
                 296,            0.014281,           0.0050582,           0.0024001,             0.98431,             0.94074,             0.98283,             0.90118,           0.0069257,           0.0027845,            0.003743,           0.0010062,           0.0010062,           0.0010062
                 297,            0.012842,            0.004612,           0.0018471,             0.98535,             0.94056,             0.98406,             0.89539,           0.0068368,           0.0027441,           0.0034216,           0.0010039,           0.0010039,           0.0010039
                 298,            0.013226,           0.0048282,           0.0012757,             0.98643,             0.94074,             0.98422,             0.90973,           0.0067663,           0.0027439,           0.0031109,           0.0010022,           0.0010022,           0.0010022
                 299,            0.013814,           0.0046192,            0.001705,             0.98723,              0.9407,             0.98537,             0.90981,           0.0065522,           0.0026889,           0.0027938,            0.001001,            0.001001,            0.001001
